"행정구역","2026년04월_전체세대","2026년04월_1인세대","2026년04월_2인세대","2026년04월_3인세대","2026년04월_4인세대","2026년04월_5인세대","2026년04월_6인세대","2026년04월_7인세대","2026년04월_8인세대","2026년04월_9인세대","2026년04월_10인이상세대"
"서울특별시 양천구 신월5동(1147060000)","6,348","2,556","1,645","1,141","761","191","42","9","3","0","0"
"서울특별시 양천구 신월6동(1147061000)","5,314","1,240","1,421","1,361","1,044","209","37","2","0","0","0"
"서울특별시 양천구 신월7동(1147061100)","9,055","3,953","2,645","1,491","747","178","30","10","1","0","0"
"서울특별시 양천구 신정1동(1147062000)","6,960","1,389","1,399","1,931","1,860","307","53","12","7","1","1"
"서울특별시 양천구 신정2동(1147063000)","6,861","1,630","1,391","1,667","1,815","299","40","8","7","3","1"
"서울특별시 양천구 신정3동(1147064000)","18,895","5,365","5,091","4,186","3,313","790","114","24","7","3","2"
"서울특별시 양천구 신정4동(1147065000)","16,630","8,619","3,915","2,288","1,379","338","66","18","5","2","0"
"서울특별시 양천구 신정6동(1147067000)","8,202","1,138","1,853","2,491","2,265","348","76","18","9","2","2"
"서울특별시 양천구 신정7동(1147068000)","11,431","3,491","2,808","2,560","2,150","333","66","14","7","2","0"
"서울특별시 강서구 (1150000000)","274,405","128,965","64,599","43,178","29,760","6,186","1,261","327","93","24","12"
"서울특별시 강서구 염창동(1150051000)","16,879","5,222","3,812","3,992","3,230","503","95","20","4","1","0"
"서울특별시 강서구 등촌제1동(1150052000)","14,335","8,351","2,985","1,703","1,070","182","32","6","5","0","1"
"서울특별시 강서구 등촌제2동(1150053000)","8,636","3,351","2,170","1,683","1,101","242","68","14","6","1","0"
"서울특별시 강서구 등촌제3동(1150053500)","15,042","7,498","3,782","2,085","1,351","248","56","16","2","2","2"
"서울특별시 강서구 화곡제1동(1150054000)","28,226","15,820","6,582","3,502","1,758","423","97","35","7","2","0"
"서울특별시 강서구 화곡제2동(1150055000)","8,247","3,632","2,174","1,370","814","220","25","10","1","1","0"
"서울특별시 강서구 화곡제3동(1150056000)","9,645","4,022","2,475","1,613","1,149","297","68","15","4","1","1"
"서울특별시 강서구 화곡제4동(1150057000)","9,654","4,361","2,662","1,543","840","180","49","13","4","2","0"
"서울특별시 강서구 화곡본동(1150059000)","17,241","9,172","4,021","2,274","1,382","311","56","17","4","3","1"
"서울특별시 강서구 화곡제6동(1150059100)","13,481","7,118","2,909","1,887","1,249","244","51","13","6","2","2"
"서울특별시 강서구 화곡제8동(1150059300)","11,515","5,346","3,162","1,766","939","235","45","19","3","0","0"
"서울특별시 강서구 가양제1동(1150060300)","21,037","14,450","3,006","1,938","1,301","260","61","15","4","1","1"
"서울특별시 강서구 가양제2동(1150060400)","7,901","4,831","1,857","725","370","78","28","7","3","2","0"
"서울특별시 강서구 가양제3동(1150060500)","7,529","3,793","2,271","982","402","61","16","4","0","0","0"
"서울특별시 강서구 발산제1동(1150061100)","13,558","3,506","3,484","3,073","2,782","585","95","27","5","1","0"
"서울특별시 강서구 우장산동(1150061500)","17,444","5,051","4,021","4,009","3,540","649","125","34","13","2","0"
"서울특별시 강서구 공항동(1150062000)","13,739","6,212","3,089","2,268","1,678","393","72","23","4","0","0"
"서울특별시 강서구 방화제1동(1150063000)","16,797","5,189","4,337","3,558","2,911","656","117","20","6","1","2"
"서울특별시 강서구 방화제2동(1150064000)","12,387","6,655","2,930","1,574","945","211","54","14","3","0","1"
"서울특별시 강서구 방화제3동(1150064100)","11,112","5,385","2,870","1,633","948","208","51","5","9","2","1"
"서울특별시 구로구 (1153000000)","184,873","79,931","46,645","31,490","20,975","4,545","951","244","65","14","13"
"서울특별시 구로구 신도림동(1153051000)","14,414","4,039","3,649","3,379","2,749","454","114","21","8","1","0"
"서울특별시 구로구 구로제1동(1153052000)","8,426","2,575","2,272","1,818","1,430","267","47","11","4","2","0"
"서울특별시 구로구 구로제2동(1153053000)","12,055","6,488","2,963","1,535","799","211","42","12","2","2","1"
"서울특별시 구로구 구로제3동(1153054000)","13,730","8,682","2,532","1,401","879","192","30","12","0","1","1"
"서울특별시 구로구 구로제4동(1153055000)","10,064","5,517","2,517","1,262","598","126","34","9","1","0","0"
"서울특별시 구로구 구로제5동(1153056000)","15,580","8,510","3,317","2,173","1,222","271","57","22","5","2","1"
"서울특별시 구로구 가리봉동(1153059500)","6,155","4,534","1,009","395","174","31","9","1","1","0","1"
"서울특별시 구로구 고척제1동(1153072000)","11,699","4,068","3,221","2,422","1,630","293","52","9","1","1","2"
"서울특별시 구로구 고척제2동(1153073000)","11,309","4,269","3,004","2,136","1,496","319","66","16","2","0","1"
"서울특별시 구로구 개봉제1동(1153074000)","15,348","5,832","4,284","2,899","1,808","408","89","23","3","0","2"
"서울특별시 구로구 개봉제2동(1153075000)","12,705","4,140","3,677","2,684","1,685","377","98","30","10","4","0"
"서울특별시 구로구 개봉제3동(1153076000)","8,555","2,995","2,664","1,682","935","220","43","12","4","0","0"
"서울특별시 구로구 오류제1동(1153077000)","13,251","7,746","2,844","1,517","874","203","46","15","5","0","1"
"서울특별시 구로구 오류제2동(1153078000)","15,524","5,328","4,339","2,922","2,210","565","121","27","8","1","3"
"서울특별시 구로구 수궁동(1153079000)","9,922","3,621","2,924","1,815","1,169","301","69","15","8","0","0"
"서울특별시 구로구 항동(1153080000)","6,136","1,587","1,429","1,450","1,317","307","34","9","3","0","0"
"서울특별시 금천구 (1154500000)","121,882","65,589","27,836","16,016","9,700","2,177","410","110","27","10","7"
"서울특별시 금천구 가산동(1154551000)","18,868","14,731","2,503","974","519","106","26","8","0","1","0"
"서울특별시 금천구 독산제1동(1154561000)","26,733","15,279","5,499","3,229","2,156","460","80","20","3","4","3"
"서울특별시 금천구 독산제2동(1154562000)","9,340","4,825","2,385","1,248","689","156","31","3","3","0","0"
"서울특별시 금천구 독산제3동(1154563000)","12,726","6,898","3,100","1,683","812","198","25","8","2","0","0"
"서울특별시 금천구 독산제4동(1154564000)","7,392","3,763","1,836","1,065","562","128","29","4","4","1","0"
"서울특별시 금천구 시흥제1동(1154567000)","16,288","8,159","3,911","2,366","1,458","308","58","20","4","2","2"
"서울특별시 금천구 시흥제2동(1154568000)","8,121","2,367","2,273","1,711","1,343","333","64","23","4","2","1"
"서울특별시 금천구 시흥제3동(1154569000)","4,660","1,731","1,388","892","510","114","22","3","0","0","0"
"서울특별시 금천구 시흥제4동(1154570000)","8,810","3,566","2,545","1,507","927","202","46","13","4","0","0"
"서울특별시 금천구 시흥제5동(1154571000)","8,944","4,270","2,396","1,341","724","172","29","8","3","0","1"
"서울특별시 영등포구 (1156000000)","193,339","98,382","42,495","28,405","19,205","3,751","807","210","53","14","17"
"서울특별시 영등포구 영등포본동(1156051500)","10,406","5,123","2,374","1,586","1,052","215","40","12","2","0","2"
"서울특별시 영등포구 영등포동(1156053500)","22,410","17,144","2,939","1,350","803","139","27","6","1","1","0"
"서울특별시 영등포구 여의동(1156054000)","14,225","4,533","3,587","3,097","2,324","497","131","40","11","3","2"
"서울특별시 영등포구 당산제1동(1156055000)","11,994","6,817","2,684","1,408","854","162","50","16","2","0","1"
"서울특별시 영등포구 당산제2동(1156056000)","19,052","10,303","3,401","2,774","2,065","395","85","21","6","0","2"
"서울특별시 영등포구 도림동(1156058500)","9,956","5,561","2,297","1,225","676","154","33","8","2","0","0"
"서울특별시 영등포구 문래동(1156060500)","12,952","4,007","3,243","2,919","2,260","413","79","18","11","0","2"
"서울특별시 영등포구 양평제1동(1156061000)","10,330","5,587","2,293","1,407","843","150","40","8","0","2","0"
"서울특별시 영등포구 양평제2동(1156062000)","11,345","5,445","2,580","1,807","1,253","205","44","9","1","1","0"
"서울특별시 영등포구 신길제1동(1156063000)","11,686","7,570","2,087","1,153","709","134","28","4","0","1","0"
"서울특별시 영등포구 신길제3동(1156065000)","7,804","3,375","1,979","1,368","895","153","28","4","2","0","0"
"서울특별시 영등포구 신길제4동(1156066000)","5,704","2,446","1,446","1,022","640","118","24","3","4","1","0"
"서울특별시 영등포구 신길제5동(1156067000)","4,460","1,891","1,136","752","532","117","20","8","1","0","3"
"서울특별시 영등포구 신길제6동(1156068000)","9,209","4,612","2,160","1,327","876","176","42","8","3","2","3"
"서울특별시 영등포구 신길제7동(1156069000)","7,876","2,246","2,023","1,756","1,489","302","42","16","2","0","0"
"서울특별시 영등포구 대림제1동(1156070000)","6,794","3,206","1,801","1,019","609","122","25","9","2","0","1"
"서울특별시 영등포구 대림제2동(1156071000)","6,845","4,045","1,620","727","338","82","21","8","2","2","0"
"서울특별시 영등포구 대림제3동(1156072000)","10,291","4,471","2,845","1,708","987","217","48","12","1","1","1"
"서울특별시 동작구 (1159000000)","188,042","91,790","41,129","29,400","20,377","4,135","899","222","56","17","17"
"서울특별시 동작구 노량진제1동(1159051000)","18,457","10,449","3,702","2,336","1,526","341","77","19","3","2","2"
"서울특별시 동작구 노량진제2동(1159052000)","5,500","4,125","834","318","173","37","7","5","1","0","0"
"서울특별시 동작구 상도제1동(1159053000)","23,241","12,498","4,451","3,335","2,391","444","86","27","5","1","3"
"서울특별시 동작구 상도제2동(1159054000)","12,375","5,079","2,838","2,317","1,738","317","72","10","3","0","1"
"서울특별시 동작구 상도제3동(1159055000)","12,224","6,225","2,784","1,805","1,101","233","62","10","2","1","1"
"서울특별시 동작구 상도제4동(1159056000)","14,779","7,203","3,469","2,357","1,384","291","57","12","3","0","3"
"서울특별시 동작구 흑석동(1159060500)","13,037","4,657","3,041","2,831","2,028","380","71","18","6","3","2"
"서울특별시 동작구 사당제1동(1159062000)","13,954","9,078","2,709","1,298","694","136","27","8","2","1","1"
"서울특별시 동작구 사당제2동(1159063000)","12,505","4,573","3,392","2,485","1,602","344","85","19","4","1","0"
"서울특별시 동작구 사당제3동(1159064000)","10,406","3,896","2,643","2,052","1,439","254","85","28","6","3","0"
"서울특별시 동작구 사당제4동(1159065000)","7,305","3,848","1,705","956","626","130","23","12","5","0","0"
"서울특별시 동작구 사당제5동(1159065100)","6,665","2,852","1,654","1,228","758","139","30","2","1","0","1"
"서울특별시 동작구 대방동(1159066000)","16,107","7,502","3,264","2,592","2,163","460","91","25","3","4","3"
"서울특별시 동작구 신대방제1동(1159067000)","10,443","4,342","2,320","1,858","1,514","326","65","9","8","1","0"
"서울특별시 동작구 신대방제2동(1159068000)","11,044","5,463","2,323","1,632","1,240","303","61","18","4","0","0"
"서울특별시 관악구 (1162000000)","291,079","186,002","53,178","28,681","18,038","3,997","886","212","58","16","11"
"서울특별시 관악구 보라매동(1162052500)","12,973","7,378","2,876","1,514","916","209","54","21","2","2","1"
"서울특별시 관악구 청림동(1162054500)","6,344","2,176","1,799","1,331","835","158","30","10","5","0","0"
"서울특별시 관악구 성현동(1162056500)","12,934","4,558","3,309","2,617","1,950","410","65","15","6","3","1"
"서울특별시 관악구 행운동(1162057500)","18,386","12,604","3,059","1,509","952","208","42","9","2","1","0"
"서울특별시 관악구 낙성대동(1162058500)","12,599","9,649","1,613","756","422","110","38","9","2","0","0"
"서울특별시 관악구 청룡동(1162059500)","24,925","18,557","3,319","1,695","1,077","216","43","13","3","1","1"
"서울특별시 관악구 은천동(1162060500)","16,062","7,917","3,780","2,223","1,680","354","81","25","1","0","1"
"서울특별시 관악구 중앙동(1162061500)","10,566","7,799","1,607","645","396","91","20","5","1","1","1"
"서울특별시 관악구 인헌동(1162062500)","15,125","9,498","2,929","1,473","950","216","44","12","2","0","1"
"서울특별시 관악구 남현동(1162063000)","9,843","5,755","2,039","1,146","695","152","43","7","4","1","1"
"서울특별시 관악구 서원동(1162064500)","15,527","11,090","2,621","1,080","556","137","34","6","2","1","0"
"서울특별시 관악구 신원동(1162065500)","11,385","7,813","2,118","838","485","93","33","4","1","0","0"
"서울특별시 관악구 서림동(1162066500)","15,881","11,350","2,491","1,175","659","156","36","9","5","0","0"
"서울특별시 관악구 신사동(1162068500)","14,806","10,532","2,325","1,139","621","143","39","5","2","0","0"
"서울특별시 관악구 신림동(1162069500)","19,725","17,146","1,827","445","241","52","13","0","1","0","0"
"서울특별시 관악구 난향동(1162071500)","6,130","2,029","1,647","1,228","930","222","53","14","5","2","0"
"서울특별시 관악구 조원동(1162072500)","12,644","8,404","2,283","1,149","657","121","24","1","4","0","1"
"서울특별시 관악구 대학동(1162073500)","18,554","14,775","2,031","1,018","557","144","24","4","1","0","0"
"서울특별시 관악구 삼성동(1162074500)","9,801","4,155","2,785","1,613","957","230","50","4","3","2","2"
"서울특별시 관악구 미성동(1162076500)","14,074","6,425","3,508","2,235","1,449","357","68","27","3","1","1"
"서울특별시 관악구 난곡동(1162077500)","12,795","6,392","3,212","1,852","1,053","218","52","12","3","1","0"
"서울특별시 서초구 (1165000000)","173,949","60,723","37,936","35,445","30,728","6,742","1,703","449","135","59","29"
"서울특별시 서초구 서초1동(1165051000)","9,525","4,407","1,962","1,550","1,206","276","89","23","10","1","1"
"서울특별시 서초구 서초2동(1165052000)","11,520","5,179","2,179","2,036","1,657","344","95","20","6","4","0"
"서울특별시 서초구 서초3동(1165053000)","15,651","7,603","3,122","2,390","1,902","440","128","42","13","10","1"
"서울특별시 서초구 서초4동(1165053100)","10,690","2,221","2,120","2,792","2,865","536","103","32","12","6","3"
"서울특별시 서초구 잠원동(1165054000)","13,315","3,697","2,717","3,261","2,941","530","128","24","11","4","2"
"서울특별시 서초구 반포본동(1165055000)","101","49","19","16","14","3","0","0","0","0","0"
"서울특별시 서초구 반포1동(1165056000)","14,456","6,026","2,400","2,681","2,675","510","128","22","10","4","0"
"서울특별시 서초구 반포2동(1165057000)","8,601","998","1,773","2,422","2,589","635","137","32","9","4","2"
"서울특별시 서초구 반포3동(1165058000)","8,224","1,315","1,826","2,353","2,230","386","84","24","2","4","0"
"서울특별시 서초구 반포4동(1165058100)","6,880","1,724","1,607","1,766","1,346","305","92","24","8","5","3"
